name,count,changed,beforeNorm,afterNorm,deltaNorm,maxAbsDelta,beforeFinite,afterFinite
roberta.encoder.layer.8.output.dense.weight,2359296,2359240,68.77886702912726,68.77887622411811,0.06985438792914508,0.00010313466191291809,True,True
roberta.encoder.layer.9.attention.output.LayerNorm.bias,768,768,2.616339599811409,2.616316951901813,0.0016486686520530787,9.694695472717285e-05,True,True
roberta.encoder.layer.9.attention.output.LayerNorm.weight,768,767,23.890083831867713,23.89000894120119,0.0013519522361407706,9.572505950927734e-05,True,True
roberta.encoder.layer.9.attention.output.dense.bias,768,768,2.287656080163849,2.2876194597379773,0.001646257546189243,9.700329974293709e-05,True,True
roberta.encoder.layer.9.attention.output.dense.weight,589824,589818,26.94613970833536,26.94626495167604,0.03610035480164518,0.00010284408926963806,True,True
roberta.encoder.layer.9.attention.self.key.bias,768,749,0.6816492446291478,0.681649164095123,6.506061892875854e-07,1.7136335372924805e-07,True,True
roberta.encoder.layer.9.attention.self.key.weight,589824,589790,49.848896765011276,49.84878521955801,0.02479856646311075,9.912066161632538e-05,True,True
roberta.encoder.layer.9.attention.self.query.bias,768,768,3.398037638627102,3.3980797740464688,0.001102804534756652,8.556526154279709e-05,True,True
roberta.encoder.layer.9.attention.self.query.weight,589824,589788,50.6333283577238,50.633247814236384,0.02422134251740137,9.766221046447754e-05,True,True
roberta.encoder.layer.9.attention.self.value.bias,768,768,0.6942974865385998,0.6944304268016016,0.0015835736024383386,9.79006290435791e-05,True,True
